QUALITEL CORPORATION                              ,11831 BEVERLY PARK ROAD BUILDING D ,                                   ,                                   ,EVERETT               ,WA,98204,7QCR,NM01,7QCR642C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
ALAMO PLATING AND METAL FINISHING LTD             ,9230 CONVERSE BUSINESS LANE        ,                                   ,                                   ,CONVERSE              ,TX,78109,7RAR,SW17,7RAR208B,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, , ,,,,,,,,,Repair
TEXAS AIRCRAFT PROPELLER & ACCESSORIES LLC        ,1711 CR 130                        ,                                   ,                                   ,PEARLAND              ,TX,77581,7RDR,SW09,7RDR559C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,N,N, , ,,,,,,,,,Repair
R AND E OIL COOLER SERVICES LLC                   ,8501 EAST LAREDO DRIVE             ,                                   ,                                   ,PRESCOTT VALLEY       ,AZ,86314,7RER,WP07,7RER268B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
ANDERSON REGIONAL AIRCRAFT MAINTENANCE            ,5736 Airport Road                  ,                                   ,                                   ,Anderson              ,SC,29626,7RMR,SO13,7RMR613C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
COMET ELETTROMECCANICA S.R.L.                     ,VIA ENZO FERRARI 42                ,00043 CIAMPINO                     ,                                   ,ROME                  ,  ,43,7ROY,FS59,7ROY738C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
PAIT AVIATION SERVICES INC                        ,5244 LaGrange Road                 ,                                   ,                                   ,SMITHFIELD            ,KY,40068,7RPR,CE17,7RPR346N,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, , ,,,,,,,,,Repair
RESICUM INTERNATIONAL                             ,4475 Jerry L. Maygarden Rd         ,                                   ,                                   ,Pensacola             ,FL,32504,7RUR,SO09,7RUR268D,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
MC JETS SA DE CV                                  ,AEROPUERTO INT'L 22500 HANGAR 24   ,                                   ,                                   ,QUERETARO             ,  ,76270,7RWY,FS56,7RWY690C,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
HELICOPTER SUPPORT INC                            ,110 EAST STEWART HUSTON DRIVE      ,                                   ,                                   ,COATESVILLE           ,PA,19320,7S7R,EA17,7S7R795B,N,N,N, ,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
MECAER AVIATION GROUP INC                         ,"9800 ASHTON ROAD, BLDG B           ",                                   ,                                   ,PHILADELPHIA          ,PA,19114,7SER,EA17,7SER066B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
SIGNATURE PLATING LTD                             ,1135 GUADALUPE DRIVE               ,                                   ,                                   ,CIBOLO                ,TX,78108,7SGR,SW17,7SGR366B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, , ,,,,,,,,,Repair
SPECIALIZED AERO LLC                              ,2285 AIRPORT DRIVE                 ,                                   ,                                   ,SAN MARCOS            ,TX,78666,7SLR,SW17,7SLR322B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, , ,,,,,,,,,Repair
SOUTHERN AIRCRAFT SERVICES LLC                    ,4041 CHUCK YEAGER BLVD.            ,                                   ,                                   ,BATON ROUGE           ,LA,70807,7SOR,SW03,7SOR549B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
SPECTRUM AEROSPACE INC                            ,609 WEST KNOX ROAD                 ,                                   ,                                   ,TEMPE                 ,AZ,85284,7SPR,WP07,7SPR147B,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
SAFRAN POWER USA LLC                              ,8380 DARROW RD                     ,                                   ,                                   ,TWINSBURG             ,OH,44087,7SQR,GL25,7SQR230C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
SUREFLIGHT LLC                                    ,CHESTER COUNTY AIRPORT             ,HANGER 9                           ,LINDBERG BLVD.                     ,COATESVILE            ,PA,19320,7SUR,EA17,7SUR489B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
TURBO MACH LLC INC                                ,"9800 JOHN SAUNDERS RD , BUILDING 1A",                                   ,                                   ,SAN ANTONIO           ,TX,78216,7TBR,SW17,7TBR609B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
TRANSISTOR DEVICES INC                            ,36 NEWBURGH ROAD                   ,N/A                                ,N/A                                ,HACKETTSTOWN          ,NJ,7840,7TDR,EA25,7TDR880B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
WHIPPANY ACTUATION SYSTEMS LLC                    ,110 ALGONQUIN PKWY                 ,                                   ,                                   ,WHIPPANY              ,NJ,07981-1640,7TGR,EA25,7TGR214C,Y,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
TDL AERO ENTERPRISES                              ,44 MACREADY DRIVE                  ,                                   ,                                   ,MERCED                ,CA,95340,7TLR,WP17,7TLR012B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
PT. BANTAM TEKNIK                                 ,"Hangar A&B, Hang Nadim Airport,    ","Batam, Kepulauan Riau,             ",                                   ,Batam                 ,  ,29466,7TNY,FS58,7TNY940C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
BRIDGESTONE AIRCRAFT TIRE EUROPE S A              ,ROUT DE BAVAT                      ,                                   ,                                   ,FRAMERIES             ,  ,7080,7TQY,FS59,7TQY196C,N,N,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, , ,,,,,,,,,Repair
TT AEROTECH CORP                                  ,125 AIRPORT LANE                   ,                                   ,                                   ,SAVANNAH              ,TN,38372,7TTR,CE21,7TTR565C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
"TELAIR US, LLC                                    ",500A Gateway Drive                 ,                                   ,                                   ,Goldsboro             ,NC,27534,7TUR,EA39,7TUR922P,N,N,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
"UNIVERSAL AERO ACCESSORIES, LLC                   ",6606 Lemmon Avenue                 ,                                   ,                                   ,Dallas                ,TX,75209,7UAR,SW19,7UAR813C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
"UNILODE AVIATION SOLUTIONS US, INC                ",1301 Aviation Boulevard            ,                                   ,                                   ,Hebron                ,KY,41048,7UNR,GL05,7UNR196D,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
BELL HELICOPTER ASIA (PTE) LTD.                   ,6 SELETAR AEROSPACE HEIGHTS        ,                                   ,                                   ,SINGAPORE             ,  ,797545,7UTY,FS58,7UTY544C,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
UTAH VALLEY UNIVERSITY                            ,1185 MIKE JENSE PARKWAY            ,                                   ,                                   ,PROVO                 ,UT,84601,7UVR,NM07,7UVR925N,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
SEAT AIR SYSTEMS INC                              ,7701 Woodley Avenue                ,Suite 100                          ,                                   ,Van Nuys              ,CA,91406,7UZR,WP01,7UZR101D,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
VISION AIR SERVICES LLC                           ,7626 E GREENWAY ROAD               ,SUITE 103                          ,                                   ,SCOTTSDALE            ,AZ,85260,7VAR,WP07,7VAR625B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
ADVANCED MATERIALS TECHNOLOGIES LLC               ,2002 E. WATKINS ST.                ,                                   ,                                   ,PHOENIX               ,AZ,85034,7VDR,WP07,7VDR117C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, , ,,,,,,,,,Repair
TOTAL RVSM SERVICES LLC                           ,14532 SW 129th Street              ,                                   ,                                   ,Miami                 ,FL,33186,7VNR,SO19,7VNR113D,N,N,N, ,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
VORTEX AERONAUTICAL INC                           ,145 Industrial Blvd.               ,                                   ,                                   ,Rincon                ,GA,31326,7VOR,SO11,7VOR171O,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
WILMINGTON AVIONICS INC                           ,120 OLD CHURCHMANS ROAD            ,                                   ,                                   ,NEW CASTLE            ,DE,19720,7WAR,EA17,7WAR134B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
WELLSPRING AERO TECH LLC                          ,1226 99TH STREET UNIT 8 A          ,STINSON AIRFIELD                   ,                                   ,SAN ANTONIO           ,TX,78214,7WLR,SW17,7WLR971B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
AXCESS AVIATION MAINTENANCE SERVICES INC          ,3028 PEACEKEEPER WAY               ,                                   ,                                   ,MCCLELLAN             ,CA,95652,7XAR,WP25,7XAR138C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
RCA AVIONICS LLC                                  ,8014 E. McClain #135               ,                                   ,                                   ,SCOTTSDALE            ,AZ,85260,7XMR,WP07,7XMR178C,N,N,N, ,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y, , ,,,,,,,,,Repair
XIAN AVIATION TECHNIC CO LTD                      ,NO. 3 DONG YI ROAD                 ,                                   ,                                   ,XIAN CITY             ,  ,710065,7XWY,FS58,7XWY660C,N,N,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
C&S PROPELLER LLC                                 ,8717 Forum Way Suite 121           ,                                   ,                                   ,Ft Worth              ,TX,76140,811R,SW19,811R941C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N, , ,,,,,,,,,Repair
HARRY MENDELSSOHN AVIONICS                        ,49-51 COLINTON ROAD                ,EDINBURG  EH10 5DH                 ,                                   ,SCOTLAND              ,  ,5 DH      ,81VY,FS59,81VY037D,N,N,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
CAPPSCO INTERNATIONAL CORP A MIDWEST AEROSPACE CO.,805 S Park Ave.                    ,                                   ,                                   ,Tucson                ,AZ,85719,835R,WP07,835R048D,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
CELESTICA LLC                                     ,280 Campillo Ave.                  ,Suite G                            ,                                   ,Calexico              ,CA,92231,83ZR,WP09,83ZR047D,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
BOMBARDIER SERVICES (UK)LTD                       ,BALTHASAR GOLDENSTEINSTRASSE 20    ,HAUPTTOR FLUGHAFEN SAARBRUCKEN     ,                                   ,SARRBRUCKEN           ,  ,66131,85LY,FS59,85LY165D,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
"SR JET CO., LTD.                                  ","NO. 1 NANSI STREET, JINCHANG ROAD, ","WEST AREA, BINHAI INTL AIRPORT     ",                                   ,TIANJIN               ,  ,300300,88BY,FS58,88BY756C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
DELTA FOX AVIATION LLC                            ,10771 James Payne Court            ,                                   ,                                   ,Manassas              ,VA,20110,897R,EA27,897R016D,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
AIRE-TECH ENGINEERING GROUP INC                   ,"21011 JOHNSON STREET, SUITE 115    ",                                   ,                                   ,PEMBROKE PINES        ,FL,33029,89AR,SO19,89AR856B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
RBC TURBINE COMPONENTS LLC                        ,8985 CRESTMAR POINT                ,                                   ,                                   ,SAN DIEGO             ,CA,92121,89RR,WP09,89RR240C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, , ,,,,,,,,,Repair
AVIONICS 1ST INC                                  ,5676 APOLLO DR                     ,                                   ,                                   ,DALLAS                ,TX,75237,8A1R,SW19,8A1R718B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
ALLFLIGHT FLORIDA CORPORATION                     ,8100 NW 21 STREET                  ,                                   ,                                   ,MIAMI                 ,FL,33122-1606,8A9R,SO19,8A9R791B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
AFFORDABLE AVIONICS INC                           ,7000 MERRILL AVENUE Box 18         ,HANGAR A335                        ,                                   ,CHINO                 ,CA,91710,8AAR,WP21,8AAR592Y,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
AIRCRAFT INSPECTION AND MANAGEMENT LLC            ,2481 West Poppy Avenue             ,                                   ,                                   ,TUCSON                ,AZ,85705,8AIR,WP07,8AIR305B,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
ALCOCER LTD                                       ,9521 MIDDLEX DRIVE                 ,                                   ,                                   ,SAN ANTONIO           ,TX,78217,8AKR,SW17,8AKR767B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
AVIATION PRECISION TECHNOLOGY INC                 ,10820 NW 138TH STREET              ,BAY 2 & 4                          ,                                   ,HIALEAH GARDENS       ,FL,33018,8-Apr,SO19,8APR427B,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y, , ,,,,,,,,,Repair
AV8 MRO LLC                                       ,"6100 West by Northwest BLVD, STE100",                                   ,                                   ,HOUSTON               ,TX,77040,8AQR,SW09,8AQR081C,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y, , ,,,,,,,,,Repair
IMT AVIATION SCOTLAND LIMITED                     ,AIRFRAME HOUSE                     ,21 MONUMENT CRESCENT               ,"PRESTWICK, AYRSHIRE                ",SCOTLAND              ,  ,KA9 2RQ   ,8AUY,FS59,8AUY664B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y, , ,,,,,,,,,Repair
AVENIR AVIATION LLC                               ,5183 NW 74TH AVENUE                ,                                   ,                                   ,MIAMI                 ,FL,33166,8AVR,SO19,8AVR479B,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, , ,,,,,,,,,Repair
AEROSTAR INC                                      ,2248 MICHIGAN AVENUE               ,BROOKLEY COMPLEX                   ,                                   ,MOBILE                ,AL,36615,8AXR,SO09,8AXR864B,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
KORNITZKY GROUP LLC                               ,1005 NORTH COMMERICAL BOLEVARD     ,                                   ,                                   ,ARLINGTON             ,TX,76001,8AZR,SW19,8AZR921B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, , ,,,,,,,,,Repair
BOMBARDIER AEROSPACE AUSTRIA GMBH                 ,FLUGHAFENSTRASSE 1                 ,                                   ,                                   ,HORSCHING             ,  ,4063,8B4Y,FS59,8B4Y205D,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y, , ,,,,,,,,,Repair
BLACK HALL AEROSPACE LLC                          ,2840 WALL TRIANA HIGHWAY           ,                                   ,                                   ,HUNTSVILLE            ,AL,35824,8BHR,SO09,8BHR720C,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
"BILLINGS FLYING SERVICE, INC.                     ",6309 Jellison Road                 ,                                   ,                                   ,Billings              ,MT,59101,8BIR,NM05,8BIR918C,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
BRINKLEY PROPELLER SERVICES LIMITED               ,Unit 1 Montgomery Way              ,Stratton Business Park             ,"Biggleswade, Bedfordshire          ",BEDFORDSHIRE          ,  ,SG18 8UB  ,8BKY,FS59,8BKY606B,N,N,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y, , ,,,,,,,,,Repair
MAX MRO SERVICES PVT LTD                          ,HANGAR NO. C1 JUHU AERODOME        ,                                   ,                                   ,"JUHU, MUMBAI          ",  ,400056,8BMY,FS58,8BMY568C,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N, , ,,,,,,,,,Repair
ARI BEN AVIATOR INC                               ,4240 Aviator Way                   ,                                   ,                                   ,Fort Pierce           ,FL,34946,8BNR,SO15,8BNR643C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
INFINITY AIRCRAFT SERVICE                         ,3800 Southern BLVD                 ,"Building 1628, Suite 503           ",                                   ,West Palm Beach       ,FL,33406,8BQR,SO19,8BQR005D,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
BOSCH SECURITY SYSTEMS INC                        ,8601 CORNHUSKER HWY                ,                                   ,                                   ,LINCOLN               ,NE,68507,8BSR,CE09,8BSR413B,N,N,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
BLUSKY AVIONICS LLC                               ,9805 CARBONDALE ST_________________,                                   ,                                   ,BAKERSFIELD           ,CA,93314,8BUR,WP01,8BUR043C,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
GREAT EAGLE XIAN AVIATION ENGINEERING CO LTD      ,No. 669 Jin Cheng 3rd Road         ,Cao Tan Ecological Industrial Area ,Xi'an Economical & Technological De,Xi'an                 ,  ,710018,8C8Y,FS58,8C8Y987C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
SATCOM DIRECT INC                                 ,1050 Satcom Lane                   ,                                   ,                                   ,Melbourne             ,FL,32940,8CDR,SO15,8CDR648C,N,N,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
ACR ELECTRONICS INC                               ,5757 RAVENSWOOD ROAD               ,                                   ,                                   ,FT. LAUDERDALE        ,FL,33312,8CER,SO19,8CER093C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
CFS AEROPRODUCTS LIMITED                          ,THE ALVIS WORKS                    ,"BUBBENHALL ROAD, BAGINTON          ",COVENTRY                           ,WEST MINDLANDS        ,  ,CV8 3BB   ,8CFY,FS59,8CFY298B,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y, , ,,,,,,,,,Repair
RED AVIATION REPAIR GROUP                         ,4101 WEST HIGHWAY 29               ,                                   ,                                   ,GEORGETOWN            ,TX,78628,8CHR,SW17,8CHR492B,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
CLIFFDALE LLC                                     ,20409 PRAIRIE STREET               ,                                   ,                                   ,CHATSWORTH            ,CA,91311,8CIR,WP01,8CIR819B,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
CLASSIC JET CENTER LLC                            ,1969 LOST NATION RD                ,                                   ,                                   ,WILLOUGHBY            ,OH,44094,8CLR,GL25,8CLR151N,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
CUSTOM MOBILE AVIONICS LLC                        ,1885 BUNKER HILL ROAD              ,                                   ,                                   ,MARSHFIELD            ,MO,65706,8CMR,CE05,8CMR693B,N,N,N, ,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
COMPONENT OVERHAUL SERVICES CORP                  ,5603 NW 159TH STREET               ,                                   ,                                   ,MIAMI GARDENS         ,FL,33014,8COR,SO19,8COR883B,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y, , ,,,,,,,,,Repair
"CAMPBELL, DANIEL DEAN                             ",McCampbell-Porter Airport          ,3141 FM 3512                       ,                                   ,ARANSAS PASS          ,TX,78336,8CTR,SW17,8CTR986B,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
CANYON VALLEY AVIONICS LLC                        ,36545 W. BILBAO ST.                ,                                   ,                                   ,MARICOPA              ,AZ,85138,8CVR,WP07,8CVR119C,N,N,N, ,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
DEER JET (BEJING) CO LTD                          ,"3 North Cargo Road,                ",Beijing International Airport      ,Shun Yi                            ,Beijing               ,  ,100312,8D8Y,FS58,8D8Y071D,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
DEEP SOUTH AEROSPACE INC                          ,520 AIRPORT RD                     ,                                   ,                                   ,OKOLONA               ,MS,38860,8DAR,SW31,8DAR561C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
DEAN BALDWIN PAINTING LP                          ,1395 NORTH HOOSIER BLVD.           ,                                   ,                                   ,PERU                  ,IN,46970,8DBR,GL11,8DBR062C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, , ,,,,,,,,,Repair
DASSAULT FALCON JET DO BRASIL LTDA                ,AV. SANTOS DUMONT 1275             ,HANGAR 3. AEROPORTO DE SOROCABA    ,SORACABA AIRPORT                   ,SOROCABA - SP         ,  ,18065-290 ,8DFY,FS57,8DFY395B,N,N,N, ,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
AIRTEGRITY AVIATION LLC                           ,169 Field Maintenance Drive        ,                                   ,                                   ,Erlanger              ,KY,41018,8DHR,GL05,8DHR887C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
GRIGGS AIRCRAFT REFINISHING LLC                   ,172 RUNWAY ROAD                    ,                                   ,                                   ,TUNKHANNOCK           ,PA,18657,8DNR,EA05,8DNR636C,N,N,N, ,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
MEGGITT AIRCRAFT BRAKING SYSTEMS CORPORATION      ,120 CORPORATE DRIVE                ,                                   ,                                   ,DANVILLE              ,KY,40422,8DRR,CE17,8DRR699C,N,N,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, , ,,,,,,,,,Repair
DUMONT AVIATION BMI LLC                           ,CENTRAL ILLINOIS REGIONAL AIRPORT  ,2841 E. Empire                     ,                                   ,BLOOMINGTON           ,IL,61704,8DUR,GL19,8DUR748Y,N,N,N, ,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, , ,,,,,,,,,Repair
