LOGOS AVIATION INC                                ,1020 NW 62ND STREET                ,HANGAR 4                           ,                                   ,FT LAUDERDALE        ,FL,33309,9LGR,SO19,9LGR162C
LOWCOUNTRY AVIATION COMPANY MAINTENANCE REPAIR AND,637 AVIATION WAY                   ,                                   ,                                   ,WALTERBORO            ,SC,29488,9LMR,SO13,9LMR751C
LUMINATOR                                         ,900 KLEIN ROAD                     ,                                   ,                                   ,PLANO                 ,TX,75074,9LUR,SW19,9LUR472C
MEKCO GROUP INC                                   ,7500 NW 52 STREET                  ,                                   ,                                   ,MIAMI                 ,FL,33166,9MGR,SO19,9MGR348B
SKYWORLD AVIONICS LLC                             ,5083 AIRPORT RD                    ,HANGER 46                          ,                                   ,MIDLAND               ,VA,22728,9MIR,EA27,9MIR731C
MERIDIAN AERO SERVICES LLC                        ,8007 N.W. 64TH STREET              ,                                   ,                                   ,MIAMI                 ,FL,33166,9MOR,SO19,9MOR671B
AERO FX INC                                       ,5545 JOHN GIVENS ROAD              ,                                   ,                                   ,CRESTVIEW             ,FL,32539,9MSR,SO09,9MSR836B
MISTRAS GROUP INC                                 ,2800 ALMEDA STEET                  ,                                   ,                                   ,JACKSONVILLE          ,FL,32033,9MYR,SO15,9MYR758C
N1 LLC                                           ,357 CANYON ROAD                    ,                                   ,                                   ,MORGANTOWN            ,WV,26508,9N1R,EA09,9N1R469C
D&N MACHINING CO                                  ,18320 Hwy 71 South                 ,                                   ,                                   ,Greenwood             ,AR,72936,9NDR,SW11,9NDR105D
NEW GENERATION AEROSPACE                          ,8004 NW 90TH STREET                ,                                   ,                                   ,MEDLEY                ,FL,33166,9NER,SO19,9NER802B
NATIONAL INSPECTION AND CONSULTANTS LLC           ,9911 Bavaria Rd                    ,                                   ,                                   ,Ft. Myers             ,FL,33913,9NIR,SO35,9NIR069P
NOVO AERO SERVICES LLC                           ,2361 Visat Parkway                 ,UNIT 11                            ,                                   ,WEST PALM BEACH       ,FL,33411,9NOR,SO19,9NOR506C
SERVICIOS AERONAUTICOS SAB                        ,PALMERAS 546                       ,COL. PASEO DEL LAS PALMAS 4TO SECTO,                                   ,APODACA               ,  ,66635,9NSY,FS56,9NSY166C
NATIONAL TOOL GRINDING INC                        ,1514 Veshecco Drive                ,                                   ,                                   ,Erie                  ,PA,16501,9NTR,EA03,9NTR146D
SONIQ AEROSPACE LP                                ,175 ROY ROAD SW BLDG A SUITE 108 ,                                   ,                                   ,PACIFIC               ,WA,98047,9OAR,NM01,9OAR440B
ONSITE AVIONICS LLC                               ,4790 PARKER DRIVE                  ,SUITE 102                          ,                                   ,BEAUMONT              ,TX,77705,9OHR,SW09,9OHR242C
BRUNSWICK AVIATION SERVICES LLC                   ,112 Orion St                       ,                                   ,                                   ,Brunswick             ,ME,4011,9PBR,EA65,9PBR106D
PIEDMONT HAWTHORNE AVIATION LLC                   ,5500 44TH STREET SE                ,BUILDING 403                       ,                                   ,GRAND RAPIDS          ,MI,49512,9PER,GL09,9PER215C
PACIFIC AIRCRAFT MAINTENANCE                      ,2367 AIRLANE                       ,                                   ,                                   ,SAN DIEGO             ,CA,92101,9PFR,WP09,9PFR470B
PREMIER AIRCRAFT SERVICE INC                      ,5540 NW 23RD AVENUE                ,                                   ,                                   ,FT. LAUDERDALE        ,FL,33309,9PRR,SO19,9PRR402B
PUERTO RICO ULD SERVICES CORP                     ,INDUSTRIALVILLE INDUSTRIAL PARK    ,KM. 1.5 CARR. 190 LOT # 7          ,__________                         ,CAROLINA              ,PR,984,9PUR,SO63,9PUR488B
PRESIDENTIAL AVIATION INC                         ,1725 NW 51ST PLACE                 ,                                   ,                                   ,FT. LAUDERDALE        ,FL,33309,9PVR,SO19,9PVR416M
1ST CHOICE AEROSPACE INC                          ,3361 ENTERPRISE WAY                ,                                   ,                                   ,MIRAMAR               ,FL,33025,9QAR,SO19,9QAR940B
QUALITY CONTROLLED MANUFACTURING INC              ,9429 ABRAHAM WAY                   ,                                   ,                                   ,SANTEE                ,CA,92071,9QCR,WP09,9QCR216C
QUALITY AIRCRAFT ACCESSORIES INC                  ,1072 NW 53RD STREET                ,                                   ,                                   ,FORT LAUDERDALE       ,FL,33309,9QFR,SO19,9QFR310C
AIRELECTRIC INC                                   ,8815 S. AIRPORT WAY HANGER 5      ,                                   ,                                   ,TULSA                 ,OK,74132,9R1R,SW15,9R1R958C
AEROTAR INC                                       ,4089 NW 135TH STREET               ,                                   ,                                   ,OPA LOCKA             ,FL,33055,9R9R,SO19,9R9R295C
RUGGED INFORMATION TECHNOLOGY EQUIPMENT CORPORATIO,25 EAST EASY STREET                ,                                   ,                                   ,SIMI VALLEY           ,CA,93065,9RIR,WP01,9RIR104C
CSR TECHNICS LIMITED                              ,SAFFRON HOUSE LOWER LVL BEARWALDEN ,ROYSTON ROAD WENDENS AMBO SAFFRON  ,                                   ,ESSEX                 ,  ,CB11 4JX  ,9RLY,FS59,9RLY138D
RAINAIR AVIONICS SERVICES LLC                     ,280 ALDREDGE DRIVE                 ,                                   ,                                   ,ALBERTVILLE           ,AL,35950,9RSR,SO09,9RSR194C
S3 REPAIR SERVICES LLC                            ,2101 W CAMDEN ROAD                 ,                                   ,                                   ,MILWAUKEE             ,WI,53209,9S3R,GL13,9S3R896B
SCI TECHNOLOGY INC                                ,13000 SOUTH MEMORIAL PARKWAY       ,                                   ,                                   ,HUNTSVILLE            ,AL,35807,9S8R,SO09,9S8R247C
SUNSET AVIATION SERVICES                          ,23115 AIRPORT ROAD NE #12         ,                                   ,                                   ,AURORA                ,OR,97002,9SHR,NM09,9SHR799L
SRT AVIATION INC                                  ,300 AVIATION DRIVE                 ,MOUNT VERNON OUTLAND AIRPORT       ,                                   ,MOUNT VERNON          ,IL,62864,9STR,GL19,9STR450B
SANDERS COMPOSITES INC                            ,4075 RUFFIN RD                     ,                                   ,                                   ,SAN DIEGO             ,CA,92123,9SXR,WP09,9SXR812B
TAKE FLIGHT AVIATION LLC                          ,1200 N. MAIN STREET                ,                                   ,                                   ,MT. PLEASANT          ,TN,38474,9T2R,SW17,9T2R744C
THOMAS INSTRUMENT INC                             ,3440 EAST FIRST STREET             ,P.O. BOX 999                       ,                                   ,BROOKSHIRE            ,TX,77423,9TIR,SW09,9TIR086C
THE KINGSTON GROUP INC                            ,7163 A/B LATHAM DRIVE              ,                                   ,                                   ,RICHLAND HILLS        ,TX,76118,9TKR,SW19,9TKR944B
TRANSWESTERN AVIATION SERVICES LLC                ,53894 AIRPORT ROAD                 ,                                   ,                                   ,SCAPPOOSE             ,OR,97056,9TWR,NM09,9TWR771B
ALIRIO AIRCRAFT SERVICES INC.                    ,14970 NW 42ND AVENUE SUITE 45-2   ,                                   ,                                   ,OPA-LOCKA             ,FL,33054,9UAR,SO19,9UAR473C
SANFORD AVIONICS LLC                             ,701 Rod Sullivan Rd.               ,                                   ,                                   ,Sanford               ,NC,27330,9UDR,EA39,9UDR970C
UNIVERSAL FLIGHT SERVICES                         ,2040 Airport Road Hangar D Suite A ,                                   ,                                   ,Atlanta               ,GA,30341,9UFR,SO11,9UFR779C
US MOTORGLIDER INC                                ,2898 MONTECITO RD. HANGER A        ,                                   ,                                   ,RAMONA                ,CA,92065,9USR,WP09,9USR092C
RAM MANUFACTURING COMPANY INC                     ,3172 E DESERET DRIVE SOUTH         ,                                   ,                                   ,ST. GEORGE            ,UT,84790,9UTR,NM07,9UTR707C
VON'S AVIONICS INC                               ,17781 AIRFIELD LANE                ,                                   ,                                   ,PEARLAND              ,TX,77581,9VAR,SW09,9VAR151C
APEX AVIATION LLC                                 ,1410 JET STREAM DRIVE              ,STE #110                           ,                                   ,HENDERSON             ,NV,89052,9VNR,WP19,9VNR950B
VORTEX AVIATION IRELAND LIMITED                   ,Bay 140-141                        ,Shannon Free Zone                  ,                                   ,Shannon               ,  ,140-141   ,9VOY,FS59,9VOY776C
WISETOUCH INTERIORS INC                           ,12815 NW 45th Avenue               ,Unit 1                             ,                                   ,Opa Locka             ,FL,33054,9WIR,SO19,9WIR674B
WHISPER JET INC                                   ,1880 Gentry Way                    ,Hangar #2                          ,                                   ,Reno                  ,NV,89502,9WJR,WP19,9WJR889C
SKY NDT INC                                       ,8512 NW 66TH STREET                ,                                   ,                                   ,MIAMI                 ,FL,33166,9WOR,SO19,9WOR474C
EL AERO SERVICES LLC                              ,2101 Arrowhead Drive               ,                                   ,                                   ,CARSON CITY           ,NV,89706,9WQD,WP19,9WQD791C
EL AERO SERVICES LLC                              ,815 Murray Way                     ,                                   ,                                   ,Elko                  ,NV,89801,9WQR,WP19,9WQR791C
FALCON AVIATION MAINTENANCE LLC                   ,95 EAST AVIATION WAY               ,                                   ,                                   ,NEWNAN                ,GA,30263,9X3R,SO11,9X3R785C
PRAXAIR SURFACE TECHNOLOGIES LIMITED              ,WHISBY ROAD                        ,NORTH HYKEHAM                      ,                                   ,LINCOLN LINCOLNSHIRE ,  ,LN6 3DL   ,9X7Y,FS59,9X7Y041D
AIRCRAFT TURBINE REPAIR LLC                       ,729 NW 1ST STREET                  ,                                   ,                                   ,FT. LAUDERDALE        ,FL,33311,9XCR,SO19,9XCR257C
SYSTEMS AND SOFTWARE ENTERPRISES LLC              ,3117 ALPINE STREET                 ,                                   ,                                   ,SANTA ANA             ,CA,92704,9ZFR,WP05,9ZFR757C
AMACPI CORPORATION                                ,1771 RAILROAD ST                   ,                                   ,                                   ,CORONA                ,CA,92880,A03R,WP21,A03R334N
AERO TIRE AND TANK LLC                            ,2821 LADYBIRD LANE                 ,                                   ,                                   ,DALLAS                ,TX,75220,A0OR,SW19,A0OR220N
A SYSTEM HYDRAULICS INC                           ,7885 N.W. 56TH STREET              ,                                   ,                                   ,MIAMI                 ,FL,33166,A0YR,SO19,A0YR197L
GLOBAL AIRWORKS INC                               ,19933 HARRISON AVE.                ,                                   ,                                   ,CITY OF INDUSTRY      ,CA,91789,A13R,WP23,A13R230N
AERO FABRICATORS INC                              ,1216 NORTH RD                      ,PO BOX 181                         ,                                   ,LYONS                 ,WI,53148,A14R,GL13,A14R244N
AIRCRAFT REWIND COMPONENTS INC                    ,2390 WEST 78TH STREET              ,                                   ,                                   ,HIALEAH               ,FL,33016,A1CR,SO19,A1CR121N
CERTIFIED TESTING AND CONSULTING SERVICES INC     ,3144 VENTURE DRIVE                 ,SUITE 100                          ,                                   ,LINCOLN               ,CA,95648,A1JR,WP25,A1JR248N
ABLE AEROSPACE SERVICES INC                       ,7706 E. VELOCITY WAY               ,                                   ,                                   ,MESA                  ,AZ,85212,A1LR,WP07,A1LR190N
AERO-MECH INC                                     ,1604 HEWITT AVENUE                 ,SUITE 505                          ,                                   ,EVERETT               ,WA,98201,A1MR,NM01,A1MR123N
ARKIA AIRCRAFT MAINTENANCE                        ,DOV AIRPORT P.O.BOX 39301          ,                                   ,                                   ,TEL AVIV              ,  ,61392,A1RY,FS57,A1RY204N
AIRCRAFT AND COMPONENT TECHNICAL SERVICES         ,206 JETPORT ROAD                   ,                                   ,                                   ,BRANDON               ,MS,39047,A1TR,SW31,A1TR509Y
NAYAK AIRCRAFT SERVICES ITALY SRL                 ,Edificio 33A Lato Pista-Varco      ,Doganale 1                        ,Via Francesco De Pinedo SNC        ,Fiumicino Aeroporto   ,  ,54,A1YY,FS59,A1YY277N
ADAMS RITE AEROSPACE INC                          ,4141 NORTH PALM STREET             ,                                   ,                                   ,FULLERTON             ,CA,92835,A23R,WP23,A23R362J
ALLEN AIRCRAFT PRODUCTS INC                       ,6168 WOODBINE STREET               ,                                   ,                                   ,RAVENNA               ,OH,44266,A25R,GL25,A25R395J
CROCKER THOMAS LEROY                             ,25370 A Cypress Ave.               ,                                   ,                                   ,HAYWARD               ,CA,94544,A2JR,WP27,A2JR168J
AIRCRAFT QUALITY INSTRUMENTS INC                  ,2649 S CUSTER                      ,                                   ,                                   ,WICHITA               ,KS,67217,A2QR,CE07,A2QR419J
AIR TIME AVIATION INC                             ,1800 S. 341ST PLACE                ,                                   ,                                   ,FEDERAL WAY           ,WA,98003,A2TR,NM01,A2TR101J
AEROCONTROLEX GROUP INC                           ,4223 MONTICELLO BLVD               ,                                   ,                                   ,SOUTH EUCLID          ,OH,44121,A34D,GL25,A34D423J
AEROCONTROLEX GROUP INC                           ,313 GILLETT STREET                 ,                                   ,                                   ,PAINESVILLE           ,OH,44077,A34R,GL25,A34R423J
AEROPLEX OF CENTRAL EUROPE                        ,BUDAPEST LISZT FERENC              ,INTERNATIONAL AIRPORT              ,                                   ,BUDAPEST              ,  ,1185,A36Y,FS59,A36Y434J
AMERICAN AIRLINES INC                             ,2901 EAST 28TH STREET              ,                                   ,                                   ,DFW AIRPORT           ,TX,75261,A3AR,SW21,A3AR112Y
HONEYWELL INTERNATIONAL INC                       ,4805 MOHAVE AIRPORT DRIVE          ,                                   ,                                   ,KINGMAN               ,AZ,86401,A3L3,WP19,A3L3207J
MEGGITT AIRCRAFT BRAKING SYSTEMS CORPORATION      ,1204 MASSILLON ROAD                ,BUILDING B                         ,                                   ,AKRON                 ,OH,44306,A3ZR,GL25,A3ZR709J
AIRLINE COMPONENT PARTS LLC                       ,1111 STANLEY DRIVE                 ,                                   ,                                   ,EULESS                ,TX,76040,A47R,SW19,A47R475J
AIRWOLF FILTER CORP                               ,15369 MADISON ROAD                 ,                                   ,                                   ,MIDDLEFIELD           ,OH,44062,A4WR,GL25,A4WR520W
GKN AEROSPACE SERVICES LIMITED                    ,LONDON LUTON AIRPORT               ,                                   ,LUTON                              ,BEDFORDSHIRE          ,  ,LU2 9PQ   ,A53Y,FS59,A53Y499J
AERO DESIGN AND MANUFACTURING                     ,3409 E WOOD STREET                 ,                                   ,                                   ,PHOENIX               ,AZ,85040,A5MR,WP07,A5MR151J
AUXITROL S A                                      ,ZAC DE L'ECHANGEUR 5              ,ALLEE CHARLES PATHE CS20006       ,                                   ,BOURGES CEDEX         ,  ,18023,A5XY,FS59,A5XY398J
AIRFOIL SERVICES SDN BHD                          ,NO. 12 JALAN TEKNOLOGI           ,TAMAN SAINS SELANGOR 1            ,KOTA DAMANSARA PJU5               ,PETALING JAYA SELANGOR,  ,47810,A6FY,FS58,A6FY344J
EATON INDUSTRIAL CORPORATION                      ,23555 EUCLID AVENUE                ,                                   ,                                   ,CLEVELAND             ,OH,44117,A6GR,GL25,A6GR410J
ROMANESCHI ROBERT W DEVONNE K AND BETTY J       ,8355 CAMINO DE ORO                 ,                                   ,                                   ,PEORIA                ,AZ,85382,A6HR,WP07,A6HR326J
AIRFOIL TECHNOLOGY INC                            ,661 NORTH MONTEREY ST. #5          ,                                   ,                                   ,GILBERT               ,AZ,85233,A70R,WP07,A70R177N
AIRCRAFT DUCTING REPAIR INC                       ,101 HUNTERS CIRCLE                 ,                                   ,                                   ,FORNEY                ,TX,75126,A7DR,SW19,A7DR372J
AIR INSTRO INC                                    ,5286 KAZUKO COURT                  ,                                   ,                                   ,MOORPARK              ,CA,93021,A7ER,WP01,A7ER329J
AERO-K                                            ,10764 LOWER AZUSA ROAD             ,                                   ,                                   ,EL MONTE              ,CA,91731,A7KR,WP23,A7KR427J
VECTOR AEROSPACE USA INC                          ,125 AVIATION LANE                  ,SUITE 306                          ,                                   ,LATROBE               ,PA,15650,A7LR,EA03,A7LR530Y
PARKER HANNIFIN CORP                              ,2010 WALDREP INDUSTRIAL BOULEVARD  ,                                   ,                                   ,DUBLIN                ,GA,31021,A7XR,SO11,A7XR608J
AOG AIRCRAFT SERVICE INC                          ,FT. LAUDERDALE EXECUTIVE AIRPORT   ,2661 N.W. 56 STREET                ,                                   ,FT. LAUDERDALE        ,FL,33309,A83R,SO19,A83R661J
ALSALAM AEROSPACE INDUSTRIES                      ,KING KHALED INTERNATIONAL AIRPORT  ,                                   ,                                   ,RIYADH                ,  ,11482,A87Y,FS57,A87Y591J
HONEYWELL INTERNATIONAL INC.                     ,3475 WESLEYAN BLVD. NORTH         ,                                   ,                                   ,ROCKY MOUNT           ,NC,27804,A8LR,EA39,A8LR406J
AMETEK AEROSPACE WILLMINGTON SERVICE CENTER       ,50 FORDHAM ROAD                    ,                                   ,                                   ,WILMINGTON            ,MA,01887-2164,A8PR,EA61,A8PR221J
1ST CHOICE AEROSPACE                              ,825 LINDBERGH COURT                ,SUITE 400                          ,                                   ,HEBRON                ,KY,41048,A8QR,GL05,A8QR552Y
AERO AVIONICS INC.                               ,704 ROD SULLIVAN ROAD              ,                                   ,                                   ,SANFORD               ,NC,27330,A8XR,EA39,A8XR424J
AERSALE INC                                       ,1658 SOUTH LITCHFIELD ROAD         ,                                   ,                                   ,GOODYEAR              ,AZ,85338,A8ZR,WP07,A8ZR580Y
AEROSPACE COATINGS INTERNATIONAL LLC              ,370 KNIGHT DRIVE                   ,                                   ,                                   ,OXFORD                ,AL,36203,A9PR,SO09,A9PR286X
ACTION AIRCRAFT ENGINE OVERHAUL                   ,10570 OLYMPIC DR                   ,                                   ,                                   ,DALLAS                ,TX,75220,A9UR,SW19,A9UR626J
SIKORSKY AIRCRAFT CORP OVERHAUL AND REPAIR DEPT   ,33 PLATT RD.                       ,                                   ,                                   ,SHELTON               ,CT,6484,AA1R,EA63,AA1R001K
AMERICAN AIRLINES INC                             ,3900 NORTH MINGO ROAD              ,                                   ,                                   ,TULSA                 ,OK,74116,AALR,SW21,AALR025A
ALITALIA - SOCIETA AEREA ITALIANA SPA             ,PIAZZA ALMERICO DA SCHIO           ,FIUMICINO INTERNATIONAL AIRPORT    ,                                   ,ROME                  ,  ,54,AAPY,FS59,AAPY004C
GE AVIATION FLIGHT TEST OPERATION.               ,18000 PHANTOM WEST DRIVE           ,                                   ,                                   ,VICTORVILLE           ,CA,92394,AB3R,WP21,AB3R365L
AIR-CERT INC                                      ,9650 Desoto                        ,                                   ,                                   ,Chatsworth            ,CA,91311,AB4R,WP01,AB4R044M
DIEHL AEROSPACE INC                               ,12001 HIGHWAY 280 EAST             ,                                   ,                                   ,STERRETT              ,AL,35147,AB5R,SO09,AB5R720M
AVJET CORPORATION                                 ,4301 EMPIRE AVENUE                 ,                                   ,                                   ,BURBANK               ,CA,91505,ABFR,WP01,ABFR012C
EXECUTIVE AVIATION                                ,9960 FLYING CLOUD DRIVE            ,                                   ,                                   ,EDEN PRAIRIE          ,MN,55347,ABOR,GL15,ABOR475B
AIRBORNE MAINTENANCE AND ENGINEERING SERVICES INC ,145 HUNTER DRIVE                   ,BLDG 1005-B                        ,                                   ,WILMINGTON            ,OH,45177,ABXR,GL23,ABXR001A
CHEVRON USA PRODUCTION COMPANY AVIATION MAINTENANC,96 RUNWAY ROAD                     ,                                   ,                                   ,PICAYUNE              ,MS,39466,AC2R,SW31,AC2R685K
HYDRA-ELECTRIC COMPANY                            ,3151 N. KENWOOD ST                 ,                                   ,                                   ,BURBANK               ,CA,91505,AC3R,WP01,AC3R366L
AIR CARE INC.                                    ,ROCKY MOUNT-WILSON AIRPORT         ,7900 Air Care Dr                   ,                                   ,Elm City              ,NC,27822,ACOR,EA39,ACOR030C
GENERAL ELECTRIC AIRCRAFT ENGINES PEEBLES OPERATIO,1200 JAYBIRD LANE                  ,                                   ,                                   ,PEEBLES               ,OH,45660,AD12,GL05,AD12004K
STANDARD AERO ALLIANCE INC                        ,1029 ROSS DRIVE                    ,                                   ,                                   ,MARYVILLE             ,TN,37801,AE0R,CE19,AE0R215N
HOUMA AVIONICS INC                                ,233 SAFETY ROAD                    ,HOUMA TERREBONNE AIRPORT           ,                                   ,HOUMA                 ,LA,70363,AE2R,SW03,AE2R687K
AC PROPELLER SERVICE INC                          ,925 NEBRASKA STREET S              ,                                   ,                                   ,SEATTLE               ,WA,98108,AF4R,NM01,AF4R048M
ELDEC CORP                                        ,16700 13TH AVE  WEST               ,                                   ,                                   ,LYNNWOOD              ,WA,98037-8597,AG4R,NM01,AG4R049M
APPARATEBAU GAUTING GMBH                          ,FRIEDRICHSHAFENER STRASSE 5        ,                                   ,                                   ,GILCHING              ,  ,D-82205   ,AGGY,FS59,AGGY136K
GOODRICH CORPORATION                              ,104 OTIS STREET                    ,                                   ,                                   ,ROME                  ,NY,13441,AH1R,EA01,AH1R008K
ASTRONICS ADVANCED ELECTRONIC SYSTEMS             ,12950 WILLOWS ROAD N.E.            ,                                   ,                                   ,KIRKLAND              ,WA,98034,AH4R,NM01,AH4R050M
PURDUE AVIATION LLC                               ,1630 AVIATION DRIVE                ,PURDUE UNIVERSITY AIRPORT          ,                                   ,WEST LAFAYETTE        ,IN,47906,AHRR,GL11,AHRR100C
TRI STATE AERO INC                                ,6101 FLIGHTLINE DR                 ,                                   ,                                   ,EVANSVILLE            ,IN,47725,AHTR,GL11,AHTR102C
AIR GEAR INDUSTRIES INTERNATIONAL INC             ,3301 E MADISON                     ,                                   ,                                   ,PHOENIX               ,AZ,85034,AI0R,WP07,AI0R143N
RIVER SERVICES INC                                ,3213 TUBERSON AVE                  ,                                   ,                                   ,THUNDERBOLT           ,GA,31404,AI5R,SO11,AI5R727M
AIR INDIA ENGINEERING SERVICES LIMITED            ,OLD AIRPORT                        ,SANTA CRUZ  (EAST)                 ,                                   ,MUMBAI                ,  ,400029,AINY,FS58,AINY113C
AEROLINEAS ARGENTINAS                             ,AEROPUERTO MINISTRO PISTARINI      ,PLANTA INDUSTRIAL EZEIZAB1802     ,FAAEZE                             ,BUENOS AIRES          ,  ,B1802FAA  ,AISY,FS57,AISY117C
FOOTHILL AIRCRAFT SALES AND SVC INC               ,1749 W 13TH ST                     ,                                   ,                                   ,UPLAND                ,CA,91786,AJ4R,WP21,AJ4R052M
GLOBE MOTORS INC                                  ,3887 NAPIER FIELD ROAD             ,                                   ,                                   ,DOTHAN                ,AL,36303-9607,AJ5R,SO09,AJ5R728M
MUNCIE AVIATION COMPANY                           ,5201 N. WALNUT STREET              ,                                   ,                                   ,MUNCIE                ,IN,47303,AJVR,GL11,AJVR135C
AEROCARE INTERNATIONAL LIMITED                    ,UNIT 1 EASTER PARK                 ,GEMINI BUSINESS PARK               ,                                   ,WARRINGTON            ,  ,WA5 7ZB   ,AK4Y,FS59,AK4Y053M
AIR IMPRESSIONS INC                               ,7929 KARL MAY DRIVE                ,                                   ,                                   ,WACO                  ,TX,76708,AK6R,SW19,AK6R541N
RLS RENTAL COMPANY                                ,PMB # 400                          ,P.O. BOX 1446                      ,                                   ,JOPLIN                ,MO,64802,AKCR,CE05,AKCR139C
EXECUTIVE BEECHCRAFT INC                          ,701 NW LOU HOLLAND DRIVE           ,Hangar 6A                          ,                                   ,KANSAS CITY           ,MO,64116,AKGR,CE05,AKGR142C
MURRAY AVIONICS INC                               ,240 RUDY CHASE DRIVE               ,SCHENECTADY COUNTY AIRPORT         ,                                   ,SCOTIA                ,NY,12302,AL1R,EA01,AL1R012K
AERO-TECH SERVICES INC                            ,8354 SECURA WAY                    ,                                   ,                                   ,SANTA FE SPRINGS      ,CA,90670,AL4R,WP23,AL4R054M
BRISTOW U S LLC                                   ,18594 HIGHWAY 3235                 ,                                   ,                                   ,GALLIANO              ,LA,70354,ALGD,SW03,ALGD151C
BRISTOW U S LLC                                   ,4605 INDUSTRIAL DRIVE              ,ACADIANA REGIONAL AIRPORT          ,                                   ,NEW IBERIA            ,LA,70560,ALGR,SW03,ALGR151C
ALTICOR INC                                       ,GERALD R. FORD INT'L AIRPORT       ,5410 44TH STREET S.E.              ,                                   ,GRAND RAPIDS          ,MI,49512,AMCR,GL09,AMCR163C
KANSAS CITY AVIATION CENTER INC                   ,15325 S. PFLUMM                    ,JOHNSON COUNTY EXECUTIVE AIRPORT   ,                                   ,OLATHE                ,KS,66062,AMYR,CE05,AMYR171C
TRIUMPH AIRBORNE STRUCTURES LLC                   ,115 CENTENNIAL DR.                 ,                                   ,                                   ,HOT SPRINGS           ,AR,71913,AN0R,SW11,AN0R321N
ROTRON INC                                        ,55 HASBROUCK LANE                  ,                                   ,                                   ,WOODSTOCK             ,NY,12498,AN1R,EA01,AN1R014K
RA NAV LABORATORIES INC                           ,3100 W I-44 SERVICE RD.            ,                                   ,                                   ,OKLAHOMA CITY         ,OK,73112,AN2R,SW15,AN2R696K
AIR NEW ZEALAND LIMITED                           ,GEOFFREY ROBERTS ROAD              ,AUCKLAND INTERNATIONAL AIRPORT     ,MANGERE                            ,AUCKLAND              ,  ,2022,ANZY,FS58,ANZY188C
AIR NEW ZEALAND LIMITED                           ,125 ORCHARD ROAD                   ,CHRISTCHURCH INTERNATIONAL AIRPORT ,CHRISTCHURCH                       ,CANTERBURY            ,  ,8051,ANZZ,FS58,ANZZ188C
GOODRICH CORPORATION                              ,2727 E. IMPERIAL HIGHWAY           ,                                   ,                                   ,BREA                  ,CA,92821,AO4R,WP05,AO4R057M
ELIZABETHTOWN FLYING SERVICE INC                  ,ADDINGTON FIELD                    ,KITTY HAWK DRIVE                   ,P O BOX 175                        ,ELIZABETHTOWN         ,KY,42702,AO5R,CE17,AO5R733M
SUNRISE JETS MAINTENANCE LLC                      ,310 SHELDON WAY                    ,                                   ,                                   ,WESTHAMPTON BEACH     ,NY,11978,AOBR,EA11,AOBR190C
SMC AVIATION INC                                  ,8200 REPUBLIC AIRPORT              ,HANGAR 43                          ,                                   ,FARMINGDALE           ,NY,11735,AOYR,EA11,AOYR206C
HUDSON VALLEY BALLOON PORT                        ,73 ROUTE 25                        ,                                   ,                                   ,HUDSON                ,NY,12534,AP1R,EA01,AP1R016K
ENS TECHNOLOGY                                    ,3165 MOLINARO ST                   ,                                   ,                                   ,SANTA CLARA           ,CA,95054,AP3R,WP15,AP3R379L
AVIATION POWER SUPPORT LP                         ,2415 W ARKANSAS                    ,                                   ,                                   ,DURANT                ,OK,74701,AP6R,SW15,AP6R434N
HEAVY METAL AIR LLC                               ,67 TOWER ROAD HGR T                ,WESTCHESTER COUNTY AIRPORT         ,                                   ,WHITE PLAINS          ,NY,10604,APJR,EA11,APJR371C
GOLDEN STATE PROPELLER INC                        ,2741 MCMILLAN RD                   ,BUILDING E UNIT 1                 ,                                   ,SAN LUIS OBISPO       ,CA,93401,AQ3R,WP15,AQ3R380L
AVIONIK STRAUBING VERTRIEBS UND SERVICE GMBH      ,WALLMUEHLE AIRPORT                 ,FLUGPLATZ 5                        ,                                   ,ATTING                ,  ,94348,AQQY,FS59,AQQY020K
ZODIAC AEROSAFETY SYSTEMS                         ,61 RUE PIERRE CURIE                ,                                   ,                                   ,PLAISIR               ,  ,78370,AQRY,FS59,AQRY273X
PARKER HANNIFIN CORPORATION AYER REPAIR STATION   ,14 ROBBINS POND ROAD               ,                                   ,                                   ,DEVENS                ,MA,01434-5641,AR1R,EA61,AR1R018K
GLOBAL PARTS AEROSTRUCTURES                       ,6900 NW 63RD ST.                   ,                                   ,                                   ,BETHANY               ,OK,73008,AR2R,SW15,AR2R700K
ROGERS AUTOMOTIVE                                 ,5524 SCOTTS VALLEY DRIVE           ,                                   ,                                   ,SCOTTS VALLEY         ,CA,95066,AS3R,WP15,AS3R382L
AEROSPACE TESTING LAB INC                         ,32 SOUTH SATELLITE ROAD            ,                                   ,                                   ,SOUTH WINDSOR         ,CT,6074,ASKR,EA63,ASKR260K
AEROVIAS DE MEXICO S A DE C V                     ,Av Capitan Carlos Leon S/N        ,Via Express TAPO Aeropuerto       ,Intertnl de la Ciudad de Mexico    ,MEXICO CITY           ,  ,15620,ASMY,FS56,ASMY152F
AUSTRAL LINEAS AEREAS S A                         ,AEROPARQUE JORGE NEWBERY           ,CAPITAL FEDERAL                    ,                                   ,BUENOS AIRES          ,  ,1425,ASTY,FS57,ASTY739M
AVIONICS SERVICES INC                             ,2234 GODDARD AVE.                  ,HANGER B-4                         ,                                   ,NORMAN                ,OK,73069,AT2R,SW15,AT2R702K
